"","EmployeeID","age","length_of_service","gender_short","termtype_desc","length_categ","emp_categ","age_dec","EStatus","ESY"
"6895",2563,60,22,"F","Not Applicable","C","Worker","60s",0,9
"6905",2564,60,22,"M","Not Applicable","C","Worker","60s",0,9
"6915",2565,60,22,"F","Not Applicable","C","Worker","60s",0,9
"6925",2569,59,22,"F","Not Applicable","C","Worker","50s",0,9
"6935",2570,59,22,"F","Not Applicable","C","Worker","50s",0,9
"6945",2571,59,22,"F","Not Applicable","C","Worker","50s",0,9
"6955",2572,59,22,"F","Not Applicable","C","Worker","50s",0,9
"6965",2574,59,22,"M","Not Applicable","C","Worker","50s",0,9
"6975",2576,59,22,"M","Not Applicable","C","Worker","50s",0,9
"6985",2577,59,22,"F","Not Applicable","C","Worker","50s",0,9
"6995",2580,59,22,"F","Not Applicable","C","Worker","50s",0,9
"7005",2581,59,22,"M","Not Applicable","C","Worker","50s",0,9
"7015",2582,59,22,"M","Not Applicable","C","Worker","50s",0,9
"7025",2583,59,22,"M","Not Applicable","C","Worker","50s",0,9
"7035",2584,59,22,"F","Not Applicable","C","Worker","50s",0,9
"7045",2585,59,22,"M","Not Applicable","C","Worker","50s",0,9
"7055",2586,59,22,"F","Not Applicable","C","Worker","50s",0,9
"7065",2589,59,22,"M","Not Applicable","C","Worker","50s",0,9
"7075",2590,59,22,"M","Not Applicable","C","Worker","50s",0,9
"7085",2592,59,22,"M","Not Applicable","C","Worker","50s",0,9
"7095",2593,59,22,"M","Not Applicable","C","Worker","50s",0,9
"48485",2595,55,17,"M","Voluntary","C","Worker","50s",1,5
"7110",2601,59,22,"F","Not Applicable","C","Worker","50s",0,9
"7120",2602,59,22,"M","Not Applicable","C","Worker","50s",0,9
"7130",2604,59,22,"M","Not Applicable","C","Worker","50s",0,9
"7140",2605,59,22,"F","Not Applicable","C","Worker","50s",0,9
"7150",2606,59,22,"F","Not Applicable","C","Worker","50s",0,9
"48490",2609,58,21,"M","Involuntary","C","Worker","50s",1,8
"7168",2611,59,22,"F","Not Applicable","C","Worker","50s",0,9
"7178",2612,59,22,"F","Not Applicable","C","Worker","50s",0,9
"7188",2613,59,22,"F","Not Applicable","C","Worker","50s",0,9
"7198",2614,59,22,"M","Not Applicable","C","Worker","50s",0,9
"7208",2615,59,22,"M","Not Applicable","C","Worker","50s",0,9
"7218",2616,59,22,"M","Not Applicable","C","Worker","50s",0,9
"7228",2617,59,22,"F","Not Applicable","C","Worker","50s",0,9
"7238",2618,59,22,"F","Not Applicable","C","Worker","50s",0,9
"7248",2619,59,22,"M","Not Applicable","C","Worker","50s",0,9
"7258",2620,59,22,"M","Not Applicable","C","Worker","50s",0,9
"7268",2622,59,22,"M","Not Applicable","C","Worker","50s",0,9
"7278",2623,59,22,"F","Not Applicable","C","Worker","50s",0,9
"7288",2624,59,22,"M","Not Applicable","C","Worker","50s",0,9
"7298",2625,59,22,"F","Not Applicable","C","Worker","50s",0,9
"7308",2626,59,22,"M","Not Applicable","C","Worker","50s",0,9
"7318",2627,59,22,"F","Not Applicable","C","Worker","50s",0,9
"7328",2630,59,22,"F","Not Applicable","C","Worker","50s",0,9
"7338",2631,59,22,"F","Not Applicable","C","Worker","50s",0,9
"7348",2632,59,22,"F","Not Applicable","C","Worker","50s",0,9
"7358",2633,59,22,"F","Not Applicable","C","Worker","50s",0,9
"7368",2634,59,22,"F","Not Applicable","C","Worker","50s",0,9
"7378",2635,59,22,"M","Not Applicable","C","Worker","50s",0,9
"7388",2636,59,22,"F","Not Applicable","C","Worker","50s",0,9
"7398",2637,59,22,"F","Not Applicable","C","Worker","50s",0,9
"7408",2638,59,22,"F","Not Applicable","C","Worker","50s",0,9
"7418",2639,59,22,"M","Not Applicable","C","Worker","50s",0,9
"48491",2640,58,21,"M","Involuntary","C","Management","50s",1,8
"7436",2641,59,22,"F","Not Applicable","C","Worker","50s",0,9
"7446",2643,59,22,"M","Not Applicable","C","Worker","50s",0,9
"7456",2644,59,22,"F","Not Applicable","C","Worker","50s",0,9
"48492",2645,65,13,"F","Voluntary","B","Worker","60s",1,1
"7467",2646,59,22,"M","Not Applicable","C","Worker","50s",0,9
"7477",2647,59,22,"M","Not Applicable","C","Worker","50s",0,9
"7487",2648,59,22,"M","Not Applicable","C","Worker","50s",0,9
"48493",2650,65,13,"F","Voluntary","B","Worker","60s",1,1
"48494",2651,65,13,"F","Voluntary","B","Worker","60s",1,1
"48495",2652,65,13,"F","Voluntary","B","Worker","60s",1,1
"7500",2653,59,22,"F","Not Applicable","C","Worker","50s",0,9
"7510",2654,59,22,"M","Not Applicable","C","Worker","50s",0,9
"7520",2657,59,22,"M","Not Applicable","C","Worker","50s",0,9
"7530",2660,59,22,"F","Not Applicable","C","Worker","50s",0,9
"7540",2663,59,22,"M","Not Applicable","C","Worker","50s",0,9
"7550",2664,59,22,"M","Not Applicable","C","Worker","50s",0,9
"7560",2665,59,22,"F","Not Applicable","C","Worker","50s",0,9
"7570",2666,59,22,"F","Not Applicable","C","Worker","50s",0,9
"48496",2667,65,13,"F","Voluntary","B","Worker","60s",1,1
"48497",2668,65,13,"F","Voluntary","B","Worker","60s",1,1
"7582",2669,59,22,"F","Not Applicable","C","Worker","50s",0,9
"48498",2670,65,13,"F","Voluntary","B","Worker","60s",1,1
"7593",2671,59,22,"M","Not Applicable","C","Worker","50s",0,9
"7603",2672,59,22,"F","Not Applicable","C","Worker","50s",0,9
"7613",2673,59,22,"M","Not Applicable","C","Worker","50s",0,9
"48499",2674,65,13,"F","Voluntary","B","Worker","60s",1,1
"48500",2675,52,15,"F","Voluntary","B","Worker","50s",1,3
"7627",2676,59,22,"F","Not Applicable","C","Worker","50s",0,9
"7637",2678,59,22,"M","Not Applicable","C","Worker","50s",0,9
"48501",2679,58,21,"M","Involuntary","C","Management","50s",1,8
"7655",2680,59,22,"M","Not Applicable","C","Worker","50s",0,9
"48502",2681,65,13,"F","Voluntary","B","Worker","60s",1,1
"7666",2683,59,22,"F","Not Applicable","C","Worker","50s",0,9
"7676",2685,59,22,"F","Not Applicable","C","Worker","50s",0,9
"7686",2687,59,22,"F","Not Applicable","C","Worker","50s",0,9
"48503",2689,65,13,"F","Voluntary","B","Worker","60s",1,1
"7697",2690,59,22,"F","Not Applicable","C","Worker","50s",0,9
"7707",2691,59,22,"F","Not Applicable","C","Worker","50s",0,9
"7717",2692,59,22,"M","Not Applicable","C","Worker","50s",0,9
"7727",2693,59,22,"M","Not Applicable","C","Worker","50s",0,9
"7737",2694,59,22,"M","Not Applicable","C","Worker","50s",0,9
"48504",2696,65,13,"F","Voluntary","B","Worker","60s",1,1
"7748",2697,59,22,"F","Not Applicable","C","Worker","50s",0,9
"7758",2698,59,22,"F","Not Applicable","C","Worker","50s",0,9
"7768",2699,59,22,"F","Not Applicable","C","Worker","50s",0,9
"7778",2700,59,22,"F","Not Applicable","C","Worker","50s",0,9
"48505",2701,65,13,"F","Voluntary","B","Worker","60s",1,1
"48506",2702,65,13,"F","Voluntary","B","Worker","60s",1,1
"48507",2703,54,17,"F","Voluntary","C","Worker","50s",1,5
"7795",2704,59,22,"M","Not Applicable","C","Worker","50s",0,9
"48508",2705,65,13,"F","Voluntary","B","Worker","60s",1,1
"7806",2706,59,22,"F","Not Applicable","C","Worker","50s",0,9
"48509",2708,65,13,"F","Voluntary","B","Worker","60s",1,1
"7817",2709,59,22,"M","Not Applicable","C","Worker","50s",0,9
"7827",2710,59,22,"F","Not Applicable","C","Worker","50s",0,9
"7837",2711,59,22,"F","Not Applicable","C","Worker","50s",0,9
"7847",2712,59,22,"F","Not Applicable","C","Worker","50s",0,9
"7857",2714,59,22,"F","Not Applicable","C","Worker","50s",0,9
"7867",2715,59,22,"M","Not Applicable","C","Worker","50s",0,9
"48510",2716,65,13,"F","Voluntary","B","Worker","60s",1,1
"7878",2718,59,22,"F","Not Applicable","C","Worker","50s",0,9
"7888",2719,59,22,"F","Not Applicable","C","Worker","50s",0,9
"48511",2720,65,13,"F","Voluntary","B","Worker","60s",1,1
"7899",2721,59,22,"F","Not Applicable","C","Worker","50s",0,9
"7909",2722,59,22,"M","Not Applicable","C","Worker","50s",0,9
"48512",2723,65,13,"F","Voluntary","B","Worker","60s",1,1
"48513",2724,65,13,"F","Voluntary","B","Worker","60s",1,1
"48514",2726,65,13,"F","Voluntary","B","Worker","60s",1,1
"7922",2727,59,22,"M","Not Applicable","C","Worker","50s",0,9
"7932",2728,59,22,"F","Not Applicable","C","Worker","50s",0,9
"48515",2730,65,13,"F","Voluntary","B","Worker","60s",1,1
"7943",2731,59,22,"M","Not Applicable","C","Worker","50s",0,9
"7953",2732,59,22,"F","Not Applicable","C","Worker","50s",0,9
"48516",2733,65,13,"F","Voluntary","B","Worker","60s",1,1
"7964",2734,59,22,"M","Not Applicable","C","Worker","50s",0,9
"7974",2735,59,22,"F","Not Applicable","C","Worker","50s",0,9
"7984",2736,59,22,"F","Not Applicable","C","Worker","50s",0,9
"48517",2737,58,21,"M","Involuntary","C","Management","50s",1,8
"8002",2738,59,22,"F","Not Applicable","C","Worker","50s",0,9
"48518",2739,65,13,"F","Voluntary","B","Worker","60s",1,1
"8013",2740,59,22,"F","Not Applicable","C","Worker","50s",0,9
"8023",2741,59,22,"M","Not Applicable","C","Worker","50s",0,9
"8033",2742,59,22,"M","Not Applicable","C","Worker","50s",0,9
"8043",2743,59,22,"M","Not Applicable","C","Worker","50s",0,9
"48519",2744,65,13,"F","Voluntary","B","Worker","60s",1,1
"8054",2746,59,22,"M","Not Applicable","C","Worker","50s",0,9
"48520",2747,65,13,"F","Voluntary","B","Worker","60s",1,1
"48521",2748,65,13,"F","Voluntary","B","Worker","60s",1,1
"8066",2749,59,22,"M","Not Applicable","C","Worker","50s",0,9
"48522",2750,65,13,"F","Voluntary","B","Worker","60s",1,1
"8077",2751,59,22,"M","Not Applicable","C","Worker","50s",0,9
"8087",2752,59,22,"F","Not Applicable","C","Worker","50s",0,9
"8097",2753,59,22,"F","Not Applicable","C","Worker","50s",0,9
"8107",2755,59,22,"M","Not Applicable","C","Worker","50s",0,9
"48523",2756,65,13,"F","Voluntary","B","Worker","60s",1,1
"8118",2757,59,22,"F","Not Applicable","C","Worker","50s",0,9
"8128",2758,59,22,"M","Not Applicable","C","Worker","50s",0,9
"8138",2759,59,22,"F","Not Applicable","C","Worker","50s",0,9
"8148",2760,59,22,"F","Not Applicable","C","Worker","50s",0,9
"48524",2761,65,13,"F","Voluntary","B","Worker","60s",1,1
"48525",2762,65,13,"F","Voluntary","B","Worker","60s",1,1
"8160",2764,59,22,"F","Not Applicable","C","Worker","50s",0,9
"48526",2766,51,15,"F","Voluntary","B","Worker","50s",1,2
"48527",2767,59,22,"M","Involuntary","C","Worker","50s",1,9
"8181",2768,59,22,"F","Not Applicable","C","Worker","50s",0,9
"8191",2769,59,22,"F","Not Applicable","C","Worker","50s",0,9
"8201",2770,59,22,"F","Not Applicable","C","Worker","50s",0,9
"8211",2771,58,22,"M","Not Applicable","C","Worker","50s",0,9
"8221",2772,58,22,"F","Not Applicable","C","Worker","50s",0,9
"8231",2775,58,22,"F","Not Applicable","C","Worker","50s",0,9
"8241",2777,58,22,"F","Not Applicable","C","Worker","50s",0,9
"48528",2778,65,13,"F","Voluntary","B","Worker","60s",1,1
"8252",2779,58,22,"M","Not Applicable","C","Worker","50s",0,9
"8262",2780,58,22,"M","Not Applicable","C","Worker","50s",0,9
"8272",2781,58,22,"M","Not Applicable","C","Worker","50s",0,9
"48529",2782,65,13,"F","Voluntary","B","Worker","60s",1,1
"8283",2783,58,22,"M","Not Applicable","C","Worker","50s",0,9
"48530",2784,50,14,"M","Voluntary","B","Worker","50s",1,1
"8294",2786,58,22,"F","Not Applicable","C","Worker","50s",0,9
"8304",2787,58,22,"F","Not Applicable","C","Worker","50s",0,9
"8314",2788,58,22,"M","Not Applicable","C","Worker","50s",0,9
"8324",2789,58,22,"M","Not Applicable","C","Worker","50s",0,9
"8334",2790,58,22,"F","Not Applicable","C","Worker","50s",0,9
"8344",2791,58,22,"F","Not Applicable","C","Worker","50s",0,9
"8354",2792,58,22,"F","Not Applicable","C","Worker","50s",0,9
"8364",2793,58,22,"M","Not Applicable","C","Worker","50s",0,9
"8374",2794,58,22,"F","Not Applicable","C","Worker","50s",0,9
"8384",2795,58,22,"F","Not Applicable","C","Worker","50s",0,9
"8394",2796,58,22,"M","Not Applicable","C","Worker","50s",0,9
"8404",2797,58,22,"M","Not Applicable","C","Worker","50s",0,9
"8414",2798,58,22,"M","Not Applicable","C","Worker","50s",0,9
"8424",2799,58,22,"F","Not Applicable","C","Worker","50s",0,9
"48531",2800,65,13,"F","Voluntary","B","Worker","60s",1,1
"8435",2801,58,22,"M","Not Applicable","C","Worker","50s",0,9
"8445",2802,58,22,"M","Not Applicable","C","Worker","50s",0,9
"8455",2803,58,22,"F","Not Applicable","C","Worker","50s",0,9
"8465",2804,58,22,"M","Not Applicable","C","Worker","50s",0,9
"48532",2806,65,13,"F","Voluntary","B","Worker","60s",1,1
"8476",2807,58,22,"M","Not Applicable","C","Worker","50s",0,9
"8486",2808,58,22,"M","Not Applicable","C","Worker","50s",0,9
"8496",2809,58,22,"F","Not Applicable","C","Worker","50s",0,9
"8506",2812,58,22,"M","Not Applicable","C","Worker","50s",0,9
"48533",2813,65,13,"F","Voluntary","B","Worker","60s",1,1
"8517",2814,58,22,"F","Not Applicable","C","Worker","50s",0,9
"8527",2815,58,22,"M","Not Applicable","C","Worker","50s",0,9
"48534",2816,58,22,"F","Involuntary","C","Worker","50s",1,9
"8546",2817,58,22,"F","Not Applicable","C","Worker","50s",0,9
"48535",2819,65,13,"F","Voluntary","B","Worker","60s",1,1
"8557",2820,58,22,"F","Not Applicable","C","Worker","50s",0,9
"8567",2822,58,21,"F","Not Applicable","C","Worker","50s",0,9
"8577",2823,58,21,"M","Not Applicable","C","Worker","50s",0,9
"48536",2824,65,13,"F","Voluntary","B","Worker","60s",1,1
"8588",2825,58,21,"M","Not Applicable","C","Worker","50s",0,9
"48537",2827,65,13,"F","Voluntary","B","Worker","60s",1,1
"8599",2829,58,21,"M","Not Applicable","C","Worker","50s",0,9
"8609",2830,58,21,"M","Not Applicable","C","Worker","50s",0,9
"8619",2831,58,21,"F","Not Applicable","C","Worker","50s",0,9
"8629",2833,58,21,"M","Not Applicable","C","Worker","50s",0,9
"8639",2834,58,21,"M","Not Applicable","C","Worker","50s",0,9
"8649",2836,58,21,"F","Not Applicable","C","Worker","50s",0,9
"8659",2837,58,21,"F","Not Applicable","C","Worker","50s",0,9
"8669",2838,58,21,"M","Not Applicable","C","Worker","50s",0,9
"8679",2840,58,21,"F","Not Applicable","C","Worker","50s",0,9
"8689",2841,58,21,"F","Not Applicable","C","Worker","50s",0,9
"8699",2842,58,21,"M","Not Applicable","C","Worker","50s",0,9
"8709",2843,58,21,"F","Not Applicable","C","Worker","50s",0,9
"8719",2844,58,21,"M","Not Applicable","C","Worker","50s",0,9
"48538",2845,65,13,"F","Voluntary","B","Worker","60s",1,1
"8730",2846,58,21,"M","Not Applicable","C","Worker","50s",0,9
"8740",2847,58,21,"F","Not Applicable","C","Worker","50s",0,9
"8750",2850,58,21,"M","Not Applicable","C","Worker","50s",0,9
"48539",2851,54,17,"M","Voluntary","C","Worker","50s",1,5
"8765",2852,58,21,"F","Not Applicable","C","Worker","50s",0,9
"48540",2853,65,13,"F","Voluntary","B","Worker","60s",1,1
"8776",2856,58,21,"F","Not Applicable","C","Worker","50s",0,9
"8786",2857,58,21,"F","Not Applicable","C","Worker","50s",0,9
"8796",2858,58,21,"F","Not Applicable","C","Worker","50s",0,9
"8806",2859,58,21,"M","Not Applicable","C","Worker","50s",0,9
"8816",2860,58,21,"M","Not Applicable","C","Worker","50s",0,9
"48541",2862,65,13,"F","Voluntary","B","Worker","60s",1,1
"8827",2863,58,21,"F","Not Applicable","C","Worker","50s",0,9
"48542",2865,65,13,"F","Voluntary","B","Worker","60s",1,1
"8838",2868,58,21,"F","Not Applicable","C","Worker","50s",0,9
"8848",2869,58,21,"M","Not Applicable","C","Worker","50s",0,9
"8858",2870,58,21,"F","Not Applicable","C","Worker","50s",0,9
"48543",2871,65,13,"F","Voluntary","B","Worker","60s",1,1
"8869",2872,58,21,"M","Not Applicable","C","Worker","50s",0,9
"48544",2873,54,17,"M","Voluntary","C","Worker","50s",1,5
"8884",2875,58,21,"M","Not Applicable","C","Worker","50s",0,9
"8894",2876,58,21,"F","Not Applicable","C","Worker","50s",0,9
"48545",2877,65,13,"F","Voluntary","B","Worker","60s",1,1
"8905",2878,58,21,"M","Not Applicable","C","Worker","50s",0,9
"8915",2880,58,21,"M","Not Applicable","C","Worker","50s",0,9
"8925",2881,58,21,"F","Not Applicable","C","Worker","50s",0,9
"8935",2882,58,21,"F","Not Applicable","C","Worker","50s",0,9
"8945",2883,58,21,"F","Not Applicable","C","Worker","50s",0,9
"8955",2884,58,21,"M","Not Applicable","C","Worker","50s",0,9
"8965",2886,58,21,"M","Not Applicable","C","Worker","50s",0,9
"48546",2887,58,21,"F","Involuntary","C","Worker","50s",1,9
"8984",2888,58,21,"F","Not Applicable","C","Worker","50s",0,9
"8994",2890,58,21,"F","Not Applicable","C","Worker","50s",0,9
"9004",2891,58,21,"M","Not Applicable","C","Worker","50s",0,9
"9014",2892,58,21,"M","Not Applicable","C","Worker","50s",0,9
"48547",2893,65,13,"F","Voluntary","B","Worker","60s",1,1
"48548",2894,50,14,"F","Voluntary","B","Worker","50s",1,2
"48549",2895,65,13,"F","Voluntary","B","Worker","60s",1,1
"9028",2896,58,21,"M","Not Applicable","C","Worker","50s",0,9
"9038",2897,58,21,"F","Not Applicable","C","Worker","50s",0,9
"48550",2900,65,13,"F","Voluntary","B","Worker","60s",1,1
"9049",2901,58,21,"M","Not Applicable","C","Worker","50s",0,9
"9059",2903,58,21,"M","Not Applicable","C","Worker","50s",0,9
"9069",2906,58,21,"F","Not Applicable","C","Worker","50s",0,9
"48551",2907,65,13,"F","Voluntary","B","Worker","60s",1,1
"9080",2908,58,21,"M","Not Applicable","C","Worker","50s",0,9
"9090",2909,58,21,"M","Not Applicable","C","Worker","50s",0,9
"48552",2910,65,13,"F","Voluntary","B","Worker","60s",1,1
"9101",2911,58,21,"M","Not Applicable","C","Worker","50s",0,9
"48553",2913,65,13,"F","Voluntary","B","Worker","60s",1,1
"9112",2915,58,21,"F","Not Applicable","C","Worker","50s",0,9
"48554",2916,65,13,"F","Voluntary","B","Worker","60s",1,1
"9123",2917,58,21,"F","Not Applicable","C","Worker","50s",0,9
"48555",2918,65,13,"F","Voluntary","B","Worker","60s",1,1
"48556",2919,65,13,"F","Voluntary","B","Worker","60s",1,1
"9135",2920,58,21,"F","Not Applicable","C","Worker","50s",0,9
"9145",2922,58,21,"M","Not Applicable","C","Worker","50s",0,9
"9155",2923,58,21,"F","Not Applicable","C","Worker","50s",0,9
"9165",2924,58,21,"M","Not Applicable","C","Worker","50s",0,9
"9175",2926,58,21,"M","Not Applicable","C","Worker","50s",0,9
"9185",2928,58,21,"M","Not Applicable","C","Worker","50s",0,9
"9195",2931,58,21,"M","Not Applicable","C","Worker","50s",0,9
"48557",2932,65,13,"F","Voluntary","B","Worker","60s",1,1
"9206",2933,58,21,"F","Not Applicable","C","Worker","50s",0,9
"9216",2934,58,21,"M","Not Applicable","C","Worker","50s",0,9
"48558",2935,49,13,"F","Voluntary","B","Worker","40s",1,1
"9227",2936,58,21,"F","Not Applicable","C","Worker","50s",0,9
"48559",2937,65,13,"F","Voluntary","B","Worker","60s",1,1
"48560",2938,65,13,"F","Voluntary","B","Worker","60s",1,1
"48561",2941,65,13,"F","Voluntary","B","Worker","60s",1,1
"48562",2942,65,13,"F","Voluntary","B","Worker","60s",1,1
"9241",2943,58,21,"F","Not Applicable","C","Worker","50s",0,9
"9251",2944,58,21,"F","Not Applicable","C","Worker","50s",0,9
"9261",2945,58,21,"M","Not Applicable","C","Worker","50s",0,9
"48563",2946,65,13,"F","Voluntary","B","Worker","60s",1,1
"9272",2947,58,21,"M","Not Applicable","C","Worker","50s",0,9
"9282",2948,58,21,"F","Not Applicable","C","Worker","50s",0,9
"9292",2949,58,21,"F","Not Applicable","C","Worker","50s",0,9
"9302",2950,58,21,"F","Not Applicable","C","Worker","50s",0,9
"9312",2951,58,21,"M","Not Applicable","C","Worker","50s",0,9
"48564",2953,65,13,"F","Voluntary","B","Worker","60s",1,1
"9323",2954,58,21,"M","Not Applicable","C","Worker","50s",0,9
"9333",2955,58,21,"M","Not Applicable","C","Worker","50s",0,9
"9343",2957,58,21,"F","Not Applicable","C","Worker","50s",0,9
"9353",2958,58,21,"F","Not Applicable","C","Worker","50s",0,9
"9363",2959,58,21,"M","Not Applicable","C","Worker","50s",0,9
"9373",2960,58,21,"M","Not Applicable","C","Worker","50s",0,9
"9383",2961,58,21,"M","Not Applicable","C","Worker","50s",0,9
"48565",2963,65,13,"F","Voluntary","B","Worker","60s",1,1
"9394",2964,57,21,"F","Not Applicable","C","Worker","50s",0,9
"48566",2965,65,13,"F","Voluntary","B","Worker","60s",1,1
"9405",2966,57,21,"M","Not Applicable","C","Worker","50s",0,9
"9415",2967,57,21,"F","Not Applicable","C","Worker","50s",0,9
"9425",2968,57,21,"F","Not Applicable","C","Worker","50s",0,9
"9435",2969,57,21,"F","Not Applicable","C","Worker","50s",0,9
"48567",2970,65,13,"F","Voluntary","B","Worker","60s",1,1
"48568",2971,65,13,"F","Voluntary","B","Worker","60s",1,1
"48569",2972,56,20,"M","Involuntary","C","Worker","50s",1,8
"9455",2973,57,21,"M","Not Applicable","C","Worker","50s",0,9
"48570",2974,65,13,"F","Voluntary","B","Worker","60s",1,1
"9466",2976,57,21,"M","Not Applicable","C","Worker","50s",0,9
"48571",2977,65,13,"F","Voluntary","B","Worker","60s",1,1
"9477",2978,57,21,"F","Not Applicable","C","Worker","50s",0,9
"9487",2979,57,21,"F","Not Applicable","C","Worker","50s",0,9
"48572",2980,54,18,"M","Voluntary","C","Worker","50s",1,6
"9503",2981,57,21,"M","Not Applicable","C","Worker","50s",0,9
"9513",2982,57,21,"M","Not Applicable","C","Worker","50s",0,9
"9523",2983,57,21,"F","Not Applicable","C","Worker","50s",0,9
"9533",2984,57,21,"M","Not Applicable","C","Worker","50s",0,9
"9543",2985,57,21,"F","Not Applicable","C","Worker","50s",0,9
"9553",2986,57,21,"F","Not Applicable","C","Worker","50s",0,9
"48573",2987,65,13,"F","Voluntary","B","Worker","60s",1,1
"48574",2988,65,13,"F","Voluntary","B","Worker","60s",1,1
"9565",2990,57,21,"F","Not Applicable","C","Worker","50s",0,9
"48575",2991,65,13,"F","Voluntary","B","Worker","60s",1,1
"9576",2992,57,21,"F","Not Applicable","C","Worker","50s",0,9
"9586",2993,57,21,"M","Not Applicable","C","Worker","50s",0,9
"9596",2994,57,21,"M","Not Applicable","C","Worker","50s",0,9
"9606",2995,57,21,"M","Not Applicable","C","Worker","50s",0,9
"9616",2996,57,21,"F","Not Applicable","C","Worker","50s",0,9
"9626",2997,57,21,"M","Not Applicable","C","Worker","50s",0,9
"48576",2998,56,20,"F","Involuntary","C","Management","50s",1,8
"9644",2999,57,21,"F","Not Applicable","C","Worker","50s",0,9
"48577",3000,65,13,"F","Voluntary","B","Worker","60s",1,1
"9655",3001,57,21,"F","Not Applicable","C","Worker","50s",0,9
"48578",3002,65,13,"F","Voluntary","B","Worker","60s",1,1
"9666",3003,57,21,"M","Not Applicable","C","Worker","50s",0,9
"48579",3005,65,13,"F","Voluntary","B","Worker","60s",1,1
"48580",3006,65,13,"F","Voluntary","B","Worker","60s",1,1
"9678",3007,57,21,"F","Not Applicable","C","Worker","50s",0,9
"48581",3008,65,13,"F","Voluntary","B","Worker","60s",1,1
"9690",3009,57,21,"F","Not Applicable","C","Worker","50s",0,9
"9700",3011,57,21,"F","Not Applicable","C","Worker","50s",0,9
"48582",3012,57,21,"F","Involuntary","C","Worker","50s",1,9
"48583",3013,65,13,"F","Voluntary","B","Worker","60s",1,2
"9721",3015,57,21,"M","Not Applicable","C","Worker","50s",0,9
"48584",3016,65,13,"F","Voluntary","B","Worker","60s",1,2
"48585",3017,65,13,"F","Voluntary","B","Worker","60s",1,2
"48586",3018,65,13,"F","Voluntary","B","Worker","60s",1,2
"9737",3019,57,21,"F","Not Applicable","C","Worker","50s",0,9
"9747",3020,57,21,"F","Not Applicable","C","Worker","50s",0,9
"9757",3021,57,21,"M","Not Applicable","C","Worker","50s",0,9
"48587",3022,65,13,"F","Voluntary","B","Worker","60s",1,2
"9769",3023,57,21,"F","Not Applicable","C","Worker","50s",0,9
"48588",3024,65,13,"F","Voluntary","B","Worker","60s",1,2
"9781",3025,57,21,"M","Not Applicable","C","Worker","50s",0,9
"48589",3026,65,13,"F","Voluntary","B","Worker","60s",1,2
"9793",3027,57,21,"M","Not Applicable","C","Worker","50s",0,9
"9803",3029,57,21,"M","Not Applicable","C","Worker","50s",0,9
"48590",3031,65,13,"F","Voluntary","B","Worker","60s",1,2
"9815",3032,57,21,"F","Not Applicable","C","Worker","50s",0,9
"9825",3033,57,21,"M","Not Applicable","C","Worker","50s",0,9
"9835",3034,57,21,"M","Not Applicable","C","Worker","50s",0,9
"48591",3035,65,13,"F","Voluntary","B","Worker","60s",1,2
"9847",3036,57,21,"F","Not Applicable","C","Worker","50s",0,9
"9857",3037,57,21,"M","Not Applicable","C","Worker","50s",0,9
"9867",3040,57,21,"F","Not Applicable","C","Worker","50s",0,9
"9877",3041,57,21,"M","Not Applicable","C","Worker","50s",0,9
"48592",3042,65,13,"F","Voluntary","B","Worker","60s",1,2
"9889",3043,57,21,"M","Not Applicable","C","Worker","50s",0,9
"9899",3045,57,21,"F","Not Applicable","C","Worker","50s",0,9
"48593",3046,65,13,"F","Voluntary","B","Worker","60s",1,2
"9911",3047,57,21,"F","Not Applicable","C","Worker","50s",0,9
"48594",3048,65,13,"F","Voluntary","B","Worker","60s",1,2
"48595",3050,65,13,"F","Voluntary","B","Worker","60s",1,2
"9925",3051,57,21,"M","Not Applicable","C","Worker","50s",0,9
"9935",3052,57,21,"F","Not Applicable","C","Worker","50s",0,9
"9945",3054,57,21,"M","Not Applicable","C","Worker","50s",0,9
"9955",3056,57,21,"F","Not Applicable","C","Worker","50s",0,9
"48596",3057,57,21,"M","Involuntary","C","Worker","50s",1,9
"9974",3058,57,21,"F","Not Applicable","C","Worker","50s",0,9
"9984",3059,57,21,"M","Not Applicable","C","Worker","50s",0,9
"9994",3061,57,21,"M","Not Applicable","C","Worker","50s",0,9
"10004",3062,57,21,"F","Not Applicable","C","Worker","50s",0,9
"10014",3063,57,21,"M","Not Applicable","C","Worker","50s",0,9
"10024",3064,57,21,"M","Not Applicable","C","Worker","50s",0,9
"10034",3065,57,21,"M","Not Applicable","C","Worker","50s",0,9
"10044",3066,57,21,"F","Not Applicable","C","Worker","50s",0,9
"48597",3067,65,13,"F","Voluntary","B","Worker","60s",1,2
"10056",3068,57,21,"M","Not Applicable","C","Worker","50s",0,9
"10066",3069,57,21,"M","Not Applicable","C","Worker","50s",0,9
"48598",3071,65,13,"F","Voluntary","B","Worker","60s",1,2
"10078",3073,57,21,"F","Not Applicable","C","Worker","50s",0,9
"48599",3075,65,13,"F","Voluntary","B","Worker","60s",1,2
"10090",3078,57,21,"F","Not Applicable","C","Worker","50s",0,9
"10100",3079,57,21,"F","Not Applicable","C","Worker","50s",0,9
"10110",3080,57,21,"F","Not Applicable","C","Worker","50s",0,9
"48600",3082,65,13,"F","Voluntary","B","Worker","60s",1,2
"48601",3083,65,13,"F","Voluntary","B","Worker","60s",1,2
"10124",3085,57,21,"M","Not Applicable","C","Worker","50s",0,9
